0,1,./mirflickr/im1.jpg,"['governorsisland', 'cigarette', 'tattoos', 'smoke', 'red', 'lipstick', 'dress', 'sunglasses', 'shades', 'belt']"
1,10,./mirflickr/im10.jpg,"['hemlock', 'ring', 'blanket', 'brooklyn', 'tweed', 'giant', 'doily', 'eco', 'wool', 'cascade']"
2,100,./mirflickr/im100.jpg,"['farmer', 'cisauk', 'ricefield', 'd300', '18200vr', 'nikkor', 'teeje', 'serpong', 'westjava', 'indonesia', 'platinumphoto', 'abigfave']"
3,1000,./mirflickr/im1000.jpg,"['chicago', 'hancock', 'cloud', 'skyscraper']"
4,10000,./mirflickr/im10000.jpg,"['ischool', 'berkeley', 'schoolofinformation', 'cal', 'ucberkeley']"
5,10001,./mirflickr/im10001.jpg,"['torino', 'turin', '500', 'fiat', 'cinquecento', 'mirafiori', 'pista', 'curva', 'rosso', 'red', 'car', 'auto', '500x500']"
6,10002,./mirflickr/im10002.jpg,"['geeknight', 'oxfordgeeknight', 'geeknight4', 'oxfordgeeknight4', 'ogn4', 'oxford', 'jerichotavern', 'upcoming:event=285628', 'pub', 'talk', 'presentation', 'benward', 'crouchingbadger', 'mythtv']"
7,10003,./mirflickr/im10003.jpg,"['mambo', 'dog', 'englishsetter']"
8,10004,./mirflickr/im10004.jpg,"['sassysugarpants', 'project', 'sliding', 'doors', 'love', 'day', '361', 'absolute', 'clarity', '365more']"
9,10005,./mirflickr/im10005.jpg,[]
10,10006,./mirflickr/im10006.jpg,['lasvegas']
11,10007,./mirflickr/im10007.jpg,"['amazon', 'kindle', 'ebook', 'ereader', 'digital']"
12,10008,./mirflickr/im10008.jpg,"['naha', 'test', 'shoot']"
13,10009,./mirflickr/im10009.jpg,"['lastfm:event=292183', 'music', 'concert', 'tegansara', '112407', 'tegan', 'sara', 'highres', 'fullsize', 'lisnerauditorium', 'lisner', 'auditorium', 'saraquin', 'quin', 'teganandsara', 'teganquin', 'dc', 'washingtondc', 'washington']"
14,1001,./mirflickr/im1001.jpg,"['chaminé', 'chaminés', 'fábrica', 'usina', 'lucasbraga', 'meioambiente', 'poluição', 'vision100']"
15,10010,./mirflickr/im10010.jpg,"['panasonic', 'fz7', 'lumix', 'abstract', 'ice', 'bubble', 'light']"
16,10011,./mirflickr/im10011.jpg,"['lolita', 'stuff', 'whatsinmybag', 'signsofhope']"
17,10012,./mirflickr/im10012.jpg,"['subway', '190st', 'tunnel', 'nyc', 'newyorkcity', 'manhattan', 'gothamist']"
18,10013,./mirflickr/im10013.jpg,"['cincinnati', 'skylinechili', 'chili', '5way', 'spaghetti', 'cheddarcheese', 'beans', 'onions', 'foodporn']"
19,10014,./mirflickr/im10014.jpg,"['maroc', 'morocco', 'fès', 'fez', 'فاس', 'darbatha']"
20,10015,./mirflickr/im10015.jpg,"['amigurumi', 'mouse', 'animal', 'white', 'susa', 'etsy', 'kawaii']"
21,10016,./mirflickr/im10016.jpg,"['light', 'swings', 'dark', 'blur', 'motion', 'bushgardens', 'virginia', 'usa']"
22,10017,./mirflickr/im10017.jpg,"['guendal', 'trieste', 'bora', 'vento', 'wind', 'shotscommentsmebad', 'explore']"
23,10018,./mirflickr/im10018.jpg,"['bw', 'face', 'suffocate', 'gasp', 'air', 'me', 'myself', 'self', 'portrait', 'explored']"
24,10019,./mirflickr/im10019.jpg,"['sonja', 'parrot', 'bird']"
25,1002,./mirflickr/im1002.jpg,"['houston', 'houstonshipchannel', 'ship', 'pilot', 'port', 'nautical', 'maritime', 'marine', 'fv10']"
26,10020,./mirflickr/im10020.jpg,"['lubitel2', 'lubitel', 'lubitelll', '雙眼相機', '120film']"
27,10021,./mirflickr/im10021.jpg,"['india', 'beas', 'river', 'himachal', 'pradesh', 'kullu']"
28,10022,./mirflickr/im10022.jpg,"['laos', 'nikon', 'd200', 'lao', 'hmong', 'hilltribe', 'phapon', 'luangprabang', 'tamronspaf1750mmf28xrdiii', 'tamron', 'a16', '1750mm', 'f28', 'rice', 'fields', 'stickyrice', 'khao', 'onephotoweeklycontest', '苗族', 'maewmong', '苗', 'miao']"
29,10023,./mirflickr/im10023.jpg,"['stuant63', 'stuartanthony', 'led', 's6500fd']"
30,10024,./mirflickr/im10024.jpg,"['valancy', 'tailorgibsoncustom', 'dropdeadcutecrochethat', 'blythedoll', 'toronto', 'kensingtonmarket', 'dalek', 'doctorwho']"
31,10025,./mirflickr/im10025.jpg,"['desert', 'sky', 'nature', 'landscape']"
